Email,Total words,Unique words,First word,Last Word,isSpam
2054,89,60,url,nasa,false
2055,32,26,url,day,false
2056,14,6,url,URL,false
2057,134,94,url,URL,false
2058,272,171,url,URL,false
2059,224,140,url,URL,false
2060,45,34,url,URL,false
2061,17,12,url,warned,false
2062,22,17,url,informers,false
2063,28,23,url,cahill,false
2064,21,16,url,selling,false
2065,23,23,url,stars,false
2066,66,43,url,URL,false
2067,28,23,url,crisis,false
2068,35,30,url,nathan,false
2069,58,46,url,screenshot,false
2070,29,23,url,affair,false
2071,89,60,url,nasa,false
2072,90,74,url,you,false
2073,31,25,url,bulkley,false
2074,53,39,url,every,false
2075,50,41,url,on,false
2076,95,54,url,a,false
2077,93,66,url,location,false
2078,51,37,url,to,false
2079,27,22,url,yesterday,false
2080,93,63,url,which,false
2081,60,45,url,contest,false
2082,94,69,url,makes,false
2083,40,29,url,URL,false
2084,22,12,url,URL,false
2085,36,24,url,URL,false
2086,258,147,url,URL,false
2087,122,84,url,URL,false
2088,233,152,url,URL,false
2089,41,27,url,URL,false
2090,13,7,url,salon,false
2091,76,56,url,URL,false
2092,13,7,url,nandotimes,false
2093,26,21,url,economy,false
2094,11,6,url,tbo,false
2095,13,7,url,localNUMBER,false
2096,34,28,url,fickling,false
2097,27,27,url,footage,false
2098,18,16,url,sex,false
2099,19,14,url,vienna,false
2100,13,7,url,aintitcoolnews,false
2101,35,29,url,rightwinger,false
2102,13,8,url,times,false
2103,30,24,url,it,false
2104,13,7,url,yahoo,false
2105,6,5,url,URL,false
2106,13,7,url,iol,false
2107,35,30,url,nathan,false
2108,13,8,url,farkette,false
2109,6,5,url,URL,false
2110,49,36,url,URL,false
2111,13,8,url,enquirer,false
2112,12,7,url,com,false
2113,13,7,url,reuters,false
2114,15,9,url,au,false
2115,23,23,url,team,false
2116,140,97,url,URL,false
2117,11,6,url,clickondetroit,false
2118,13,8,url,guy,false
2119,13,7,url,sacbee,false
2120,40,31,url,cd,false
2121,13,8,url,au,false
2122,12,7,url,guy,false
2123,14,9,url,roommate,false
2124,33,25,url,policies,false
2125,12,7,url,library,false
2126,90,74,url,you,false
2127,92,47,url,URL,false
2128,14,8,url,sun,false
2129,37,29,url,programme,false
2130,14,8,url,entertainment,false
2131,12,7,url,guy,false
2132,89,60,url,nasa,false
2133,22,16,url,years,false
2134,51,37,url,ratings,false
2135,22,17,url,policies,false
2136,50,38,url,some,false
2137,12,7,url,com,false
2138,95,54,url,a,false
2139,46,35,url,bill,false
2140,77,58,url,URL,false
2141,13,8,url,co,false
2142,12,7,url,com,false
2143,12,7,url,com,false
2144,13,8,url,woman,false
2145,12,7,url,brown,false
2146,25,20,url,freedland,false
2147,24,23,url,sex,false
2148,25,25,url,johannesburg,false
2149,14,8,url,sun,false
2150,53,38,url,folks,false
2151,45,36,url,trying,false
2152,58,46,url,screenshot,false
2153,13,7,url,yahoo,false
2154,12,7,url,org,false
2155,13,7,url,mdn,false
2156,14,9,url,lice,false
2157,11,6,url,dpo,false
2158,13,8,url,boy,false
2159,93,63,url,which,false
2160,12,7,url,com,false
2161,27,22,url,offer,false
2162,60,45,url,contest,false
2163,13,8,url,news,false
2164,94,69,url,makes,false
2165,13,7,url,ncbuy,false
2166,93,66,url,location,false
2167,11,6,url,katu,false
2168,14,8,url,runner,false
2169,152,77,url,post,false
2170,50,35,url,URL,false
2171,249,159,url,URL,false
2172,40,33,url,force,false
2173,41,33,url,now,false
2174,42,31,url,nice,false
2175,39,33,url,freedland,false
2176,25,25,url,bacteria,false
2177,24,18,url,powers,false
2178,38,32,url,NUMBER,false
2179,23,23,url,unreliable,false
2180,20,19,url,experts,false
2181,44,32,url,URL,false
2182,54,41,url,big,false
2183,86,64,url,URL,false
2184,20,14,url,talkboards,false
2185,223,146,url,URL,false
2186,23,18,url,pm,false
2187,23,22,url,levels,false
2188,252,165,url,URL,false
2189,64,51,url,URL,false
2190,51,39,url,history,false
2191,129,87,url,URL,false
2192,230,123,url,URL,false
2193,28,23,url,boom,false
2194,62,49,url,URL,false
2195,70,55,url,URL,false
2196,74,58,url,URL,false
2197,648,293,url,URL,false
2198,58,36,url,URL,false
2199,262,139,url,URL,false
2200,100,71,url,gamecube,false
2201,50,39,url,URL,false
2202,26,26,url,system,false
2203,280,186,url,URL,false
2204,32,26,url,island,false
2205,26,20,url,yet,false
2206,52,42,url,lot,false
2207,46,33,url,URL,false
2208,161,109,url,URL,false
2209,37,26,url,URL,false
2210,42,28,url,URL,false
2211,43,31,url,URL,false
2212,275,163,url,URL,false
2213,84,59,url,URL,false
2214,29,22,url,bellos,false
2215,25,24,url,pumps,false
2216,24,24,url,men,false
2217,24,18,url,world,false
2218,26,21,url,conference,false
2219,86,67,url,URL,false
2220,26,20,url,un,false
2221,53,45,url,want,false
2222,27,18,url,URL,false
2223,51,40,url,one,false
2224,53,42,url,foresight,false
2225,27,27,url,unlikely,false
2226,19,14,url,pm,false
2227,55,38,url,of,false
2228,53,36,url,a,false
2229,264,155,url,setup,false
2230,31,25,url,iraq,false
2231,137,86,url,URL,false
2232,53,39,url,time,false
2233,73,58,url,URL,false
2234,25,24,url,flight,false
2235,315,191,url,URL,false
2236,37,31,url,scientists,false
2237,42,31,url,URL,false
2238,52,43,url,years,false
2239,41,33,url,now,false
2240,34,27,url,revealed,false
2241,68,50,url,URL,false
2242,985,396,url,URL,false
2243,264,151,url,URL,false
2244,246,135,url,URL,false
2245,302,168,url,URL,false
2246,67,54,url,URL,false
2247,25,18,url,year,false
2248,98,66,url,URL,false
2249,103,79,url,URL,false
2250,22,17,url,profits,false
2251,182,117,url,URL,false
2252,34,28,url,passed,false
2253,51,38,url,yes,false
2254,22,17,url,years,false
2255,50,36,url,taught,false
2256,28,22,url,ballet,false
2257,164,108,url,URL,false
2258,29,23,url,channels,false
2259,37,30,url,affiliate,false
2260,26,24,url,leukaemia,false
2261,31,26,url,schools,false
2262,31,27,url,storage,false
2263,28,26,url,complete,false
2264,38,31,url,henley,false
2265,28,25,url,everyone,false
2266,30,21,url,URL,false
2267,200,131,url,URL,false
2268,26,25,url,beach,false
2269,22,22,url,users,false
2270,32,23,url,URL,false
2271,25,19,url,say,false
2272,26,21,url,dark,false
2273,26,21,url,faltering,false
2274,22,22,url,sharply,false
2275,25,25,url,cases,false
2276,24,22,url,awards,false
2277,27,20,url,areas,false
2278,28,23,url,osborn,false
2279,171,124,url,URL,false
2280,31,29,url,formed,false
2281,26,21,url,conference,false
2282,68,50,url,URL,false
2283,21,15,url,flight,false
2284,121,78,url,URL,false
2285,138,97,url,URL,false
2286,73,46,url,URL,false
2287,50,41,url,URL,false
2288,21,16,url,presidency,false
2289,19,14,url,NUMBERm,false
2290,26,19,url,best,false
2291,26,21,url,wood,false
2292,36,31,url,ahmed,false
2293,44,35,url,silva,false
2294,342,194,url,URL,false
2295,36,31,url,details,false
2296,28,25,url,scientist,false
2297,64,48,url,URL,false
2298,40,31,url,ireland,false
2299,71,56,url,URL,false
2300,67,41,url,URL,false
2301,80,61,url,URL,false
2302,38,32,url,satellites,false
2303,94,66,url,URL,false
2304,33,27,url,crisis,false
2305,30,24,url,saturday,false
2306,66,49,url,URL,false
2307,82,63,url,URL,false
2308,197,128,url,NUMBER,false
2309,101,70,url,URL,false
2310,61,40,url,URL,false
2311,35,22,url,URL,false
2312,182,116,url,URL,false
2313,82,59,url,code,false
2314,55,40,url,playing,false
2315,26,26,url,result,false
2316,66,51,url,functionality,false
2317,26,25,url,consumers,false
2318,35,27,url,leeds,false
2319,110,74,url,assume,false
2320,95,55,url,public,false
2321,49,39,url,design,false
2322,83,63,url,NUMBER,false
2323,283,172,url,URL,false
2324,36,26,url,complexity,false
2325,89,63,url,composer,false
2326,44,34,url,censorship,false
2327,85,67,url,exponents,false
2328,29,24,url,bailey,false
2329,60,41,url,property,false
2330,136,89,url,URL,false
2331,38,30,url,instructor,false
2332,74,53,url,people,false
2333,100,71,url,gamecube,false
2334,102,80,url,games,false
2335,61,46,url,package,false
2336,95,78,url,audience,false
2337,369,205,url,URL,false
2338,98,70,url,occlusion,false
2339,66,55,url,renderings,false
2340,30,24,url,NUMBERs,false
2341,15,10,url,yemen,false
2342,28,23,url,bidders,false
2343,21,15,url,sport,false
2344,31,23,url,crisis,false
2345,29,24,url,squad,false
2346,23,18,url,age,false
2347,20,15,url,allegations,false
2348,312,182,url,encryption,false
2349,34,22,url,URL,false
2350,114,80,url,URL,false
2351,63,51,url,URL,false
2352,1167,448,url,URL,false
2353,246,158,url,URL,false
2354,53,39,url,URL,false
2355,124,98,url,URL,false
2356,46,35,url,people,false
2357,52,40,url,URL,false
2358,55,39,url,trees,false
2359,26,21,url,today,false
2360,48,38,url,URL,false
2361,17,15,url,URL,false
2362,16,11,url,evans,false
2363,69,53,url,URL,false
2364,37,29,url,running,false
2365,44,36,url,shows,false
2366,53,36,url,i,false
2367,35,28,url,party,false
2368,27,23,url,revival,false
2369,103,80,url,URL,false
2370,32,23,url,URL,false
2371,158,112,url,URL,false
2372,39,29,url,yesterday,false
2373,37,29,url,yesterday,false
2374,93,63,url,qNUMBER,false
2375,144,78,url,NUMBER,false
2376,744,344,url,busy,false
2377,1225,517,url,URL,false
2378,40,31,url,URL,false
2379,169,106,url,URL,false
2380,131,87,url,URL,false
2381,26,21,url,decisions,false
2382,21,15,url,offenders,false
2383,30,24,url,post,false
2384,82,64,url,URL,false
2385,40,30,url,URL,false
2386,41,33,url,wells,false
2387,24,19,url,death,false
2388,19,14,url,stormont,false
2389,63,51,url,URL,false
2390,24,17,url,largest,false
2391,42,36,url,URL,false
2392,26,26,url,scientists,false
2393,17,17,url,universe,false
2394,19,14,url,plans,false
2395,27,27,url,africa,false
2396,26,26,url,result,false
2397,18,13,url,conference,false
2398,1192,461,url,URL,false
2399,54,37,url,URL,false
2400,132,98,url,URL,false
2401,37,32,url,washington,false
2402,51,39,url,URL,false
2403,209,131,url,URL,false
2404,40,30,url,URL,false
2405,459,184,url,world_,false
2406,105,61,url,URL,false
2407,112,75,url,URL,false
2408,25,20,url,cia,false
2409,33,27,url,willan,false
2410,30,25,url,agenda,false
2411,50,36,url,air,false
2412,26,23,url,earth,false
2413,20,15,url,falconio,false
2414,22,22,url,dna,false
2415,55,41,url,find,false
2416,26,26,url,scientists,false
2417,52,40,url,being,false
2418,55,32,url,URL,false
2419,22,16,url,polls,false
2420,25,24,url,millions,false
2421,25,19,url,tabloid,false
2422,19,14,url,funding,false
2423,29,26,url,critics,false
2424,34,28,url,now,false
2425,24,24,url,likely,false
2426,21,16,url,capacity,false
2427,26,25,url,test,false
2428,20,15,url,cash,false
2429,21,21,url,servers,false
2430,21,15,url,NUMBER,false
2431,24,23,url,warns,false
2432,1184,442,,URL,false
2433,69,58,just,URL,false
2434,35,29,ray,URL,false
2435,47,38,,URL,false
2436,88,69,,URL,false
2437,542,304,the,URL,false
2438,1490,693,i,URL,false
2439,142,96,hi,URL,false
2440,247,175,,URL,false
2441,55,49,yes,URL,false
2442,541,291,jets,URL,false
2443,157,121,,URL,false
2444,180,130,i,URL,false
2445,121,92,well,URL,false
2446,509,268,raymond,URL,false
2447,95,67,best,joe,false
2448,149,88,use,there,false
2449,120,91,,URL,false
2450,231,151,jay,URL,false
2451,35,30,nova,URL,false
2452,303,206,,URL,false
2453,192,123,on,joe,false
2454,201,140,terry,URL,false
2455,233,125,one,URL,false
2456,141,91,,legs,false
2457,95,74,,URL,false
2458,306,171,,URL,false
2459,114,86,,URL,false
2460,71,56,timh,URL,false
2461,108,81,,URL,false
2462,68,55,,URL,false
2463,184,120,,URL,false
2464,71,57,timh,URL,false
2465,66,44,url,free,false
2466,68,55,,URL,false
2467,62,52,one,URL,false
2468,591,324,,URL,false
2469,241,144,ok,URL,false
2470,193,120,this,URL,false
2471,180,127,,URL,false
2472,128,96,,URL,false
2473,63,54,,URL,false
2474,39,34,smith,URL,false
2475,99,77,geege,URL,false
2476,267,152,,URL,false
2477,137,99,on,URL,false
2478,176,109,,naps,false
2479,410,166,no,work,false
2480,83,58,,URL,false
2481,75,61,,URL,false
2482,765,338,the,URL,false
2483,44,37,i,URL,false
2484,251,151,now,URL,false
2485,75,63,what,URL,false
2486,64,47,here,URL,false
2487,91,65,sean,URL,false
2488,150,103,joe,URL,false
2489,214,135,,URL,false
2490,71,60,hi,URL,false
2491,118,91,carlos,URL,false
2492,243,150,hi,URL,false
2493,174,121,tim,URL,false
2494,48,37,,URL,false
2495,183,106,man,URL,false
2496,304,176,hi,URL,false
2497,59,51,gianni,URL,false
2498,146,106,neale,URL,false
2499,264,151,,URL,false
2500,178,108,,email,true
2501,84,63,NUMBER,URL,true
2502,69,52,NUMBER,URL,true
2503,441,191,,vonolmosatkirekpups,true
2504,71,53,i,URL,true
2505,427,215,a,immediately,true
2506,111,73,help,NUMBERsmfcNUMBERfcsllNUMBER,true
2507,490,175,,em,true
2508,519,247,tired,immediately,true
2509,89,68,dear,tgNUMBERbkNUMBERnkiysNUMBER,true
2510,123,68,cellular,day,true
2511,35,31,,removed,true
2512,69,52,NUMBER,URL,true
2513,154,84,,em,true
2514,99,78,,here,true
2515,440,210,,URL,true
2516,112,74,help,NUMBERhusuNUMBERlNUMBER,true
2517,439,223,dear,seko,true
2518,58,47,lowest,removal,true
2519,84,63,NUMBER,URL,true
2520,414,234,central,URL,true
2521,458,239,urgent,ahmed,true
2522,235,134,this,NUMBERqaefNUMBERdgalNUMBER,true
2523,97,70,,URL,true
2524,31,27,,unsubscribe,true
2525,439,223,dear,seko,true
2526,69,52,NUMBER,URL,true
2527,55,28,,removed,true
2528,123,73,,tuckers,true
2529,201,125,,cooperation,true
2530,512,143,suppliers,URL,true
2531,84,63,NUMBER,URL,true
2532,320,167,this,line,true
2533,135,88,as,URL,true
2534,440,351,,감사합니다,true
2535,2524,735,,immediately,true
2536,93,66,,NUMBERlNUMBER,true
2537,116,77,dear,URL,true
2538,2744,643,,NUMBERoiguuvuhqlwvNUMBERbdvthNUMBERyNUMBERvnaj,true
2539,139,92,dear,URL,true
2540,124,82,dear,yours,true
2541,24,7,,removed,true
2542,113,75,help,NUMBERhucsNUMBERlNUMBER,true
2543,152,105,,nkiysNUMBER,true
2544,69,52,NUMBER,URL,true
2545,159,101,,here,true
2546,67,53,interest,removal,true
2547,26,25,don,look,true
2548,93,69,me,cvstceuyxxkxgnxskjnc,true
2549,123,73,,graham_adlam,true
2550,112,74,help,NUMBERyajaNUMBERsejnlNUMBER,true
2551,123,85,here,tgNUMBERbkNUMBERnkiysNUMBER,true
2552,154,106,,tgNUMBERbkNUMBERnkiysNUMBER,true
2553,144,91,protect,removal,true
2554,76,46,,em,true
2555,561,236,note,URL,true
2556,58,47,lowest,removal,true
2557,123,73,,m_d_serv,true
2558,41,32,kenya,NUMBERbcpglNUMBER,true
2559,29,22,market,NUMBERymjgNUMBERlNUMBER,true
2560,37,28,,unsubscribe,true
2561,80,61,dear,xayNUMBERy,true
2562,103,67,is,URL,true
2563,29,22,market,NUMBERonqhNUMBERlNUMBER,true
2564,168,101,,NUMBERuooiNUMBERtlNUMBER,true
2565,70,46,,em,true
2566,212,138,,cooperation,true
2567,93,62,,URL,true
2568,487,209,,qvnckofayjfpfpsswkfvdrmcyljarjxw,true
2569,135,76,when,URL,true
2570,234,136,we,URL,true
2571,11,4,,URL,true
2572,95,73,dear,URL,true
2573,78,68,,NUMBERlrjlNUMBER,true
2574,80,61,dear,xayNUMBERy,true
2575,80,61,dear,xayNUMBERy,true
2576,422,232,owolabi,URL,true
2577,31,24,,NUMBERlolgNUMBERlNUMBER,true
2578,80,61,dear,xayNUMBERy,true
2579,180,127,,URL,true
2580,138,83,,URL,true
2581,237,134,attn,URL,true
2582,99,78,,here,true
2583,522,271,dear,alabi,true
2584,2859,614,hello,iangxsifpkvgobwlxwhvvxfs,true
2585,106,84,,inconvenience,true
2586,166,100,important,NUMBERlNUMBER,true
2587,140,96,html,URL,true
2588,101,77,email,again,true
2589,175,105,,URL,true
2590,31,27,,unsubscribe,true
2591,80,70,,lNUMBER,true
2592,152,107,get,NUMBERcgkcNUMBERxxnwlNUMBER,true
2593,152,105,,nkiysNUMBER,true
2594,146,91,copy,NUMBERnlNUMBER,true
2595,191,121,vc,you,true
2596,123,74,,URL,true
2597,75,57,NUMBER,URL,true
2598,123,74,,URL,true
2599,449,195,,tkuejsrfkmtpfwldpnauksv,true
2600,178,122,,limit,true
2601,67,58,,URL,true
2602,144,91,protect,removal,true
2603,89,68,dear,tgNUMBERbkNUMBERnkiysNUMBER,true
2604,311,150,,URL,true
2605,460,226,legal,URL,true
2606,19,13,,removed,true
2607,58,47,lowest,removal,true
2608,189,119,,NUMBER,true
2609,48,43,wanna,mcmfkhcpedgetqj,true
2610,105,71,whiter,removal,true
2611,596,291,investment,NUMBERzjplNUMBER,true
2612,97,60,request,html,true
2613,98,65,,em,true
2614,108,70,help,URL,true
2615,83,53,,z,true
2616,138,77,substantial,URL,true
2617,193,120,your,requests,true
2618,184,110,,______________________________________________________________________,true
2619,48,39,NUMBER,URL,true
2620,212,138,,cooperation,true
2621,84,58,below,a,true
2622,152,105,,nkiysNUMBER,true
2623,48,39,NUMBER,URL,true
2624,55,28,,removed,true
2625,39,30,______________________________________________________________________,URL,true
2626,123,74,,URL,true
2627,108,70,help,URL,true
2628,90,62,removal,NUMBER,true
2629,140,96,,here,true
2630,83,65,,asp,true
2631,138,86,as,email,true
2632,121,71,,request,true
2633,131,90,,resorts,true
2634,145,97,,NUMBERplNUMBER,true
2635,54,40,,NUMBER,true
2636,203,141,,URL,true
2637,230,119,,NUMBERquhlNUMBER,true
2638,5,2,,hyperlink,true
2639,108,77,hello,URL,true
2640,154,96,dear,URL,true
2641,449,195,,bdyjkpbwheotewwcloiveajvkidto,true
2642,140,94,,beverley,true
2643,113,75,help,lNUMBER,true
2644,34,30,wanna,kludlkaiplcqcnnaigaybaxhesrhltsp,true
2645,222,125,,unsubscribe,true
2646,53,27,,removed,true
2647,258,140,,em,true
2648,173,130,,here,true
2649,186,115,,URL,true
2650,8,8,wind,URL,true
2651,111,72,everybody,html,true
2652,128,82,everybody,URL,true
2653,155,95,on,optout,true
2654,587,295,,URL,true
2655,225,144,,cooperation,true
2656,430,222,i,ejoh,true
2657,8,8,wind,URL,true
2658,1007,379,dear,URL,true
2659,162,84,free,line,true
2660,32,28,hi,egfbehkrtejpgtuyveahpeibbraqstvnwa,true
2661,357,184,new,ubyrpqtetxjyuyqyfjtie,true
2662,161,92,we,URL,true
2663,108,70,help,URL,true
2664,186,95,to,URL,true
2665,152,99,,inconvenience,true
2666,494,275,,otc,true
2667,65,52,,now,true
2668,466,230,how,inconvenience,true
2669,67,53,interest,removal,true
2670,58,47,lowest,removal,true
2671,225,144,,cooperation,true
2672,150,112,,here,true
2673,127,81,,requests,true
2674,143,80,,assistance,true
2675,68,49,,tbeyer,true
2676,224,135,,cooperation,true
2677,144,91,protect,removal,true
2678,184,106,iieo,xcps,true
2679,113,82,NUMBERtjtrNUMBER,lNUMBER,true
2680,117,85,,tgNUMBERbkNUMBERnkiysNUMBER,true
2681,3313,791,all,URL,true
2682,224,135,,cooperation,true
2683,234,123,,NUMBERhlNUMBER,true
2684,46,40,nationwide,URL,true
2685,193,104,,URL,true
2686,145,97,here,NUMBERrikgNUMBERlNUMBER,true
2687,178,122,,limit,true
2688,494,275,,otc,true
2689,39,32,,here,true
2690,164,95,hi,URL,true
2691,200,121,,URL,true
2692,402,209,greetings,URL,true
2693,42,37,please,understanding,true
2694,191,124,,NUMBER,true
2695,232,137,,cooperation,true
2696,3489,797,the,luck,true
2697,30,23,,NUMBERanfcNUMBERlNUMBER,true
2698,224,135,,cooperation,true
2699,384,182,dear,old,true
2700,240,132,,cooperation,true
2701,93,69,me,fysibvcgjyuwinmyvbpjtaebsymyukbrkn,true
2702,162,110,,URL,true
2703,93,69,me,fysibvcgjyuwinmyvbpjtaebsymyukbrkn,true
2704,92,72,dear,staff,true
2705,112,81,NUMBERfpcjNUMBER,NUMBERlNUMBER,true
2706,514,238,there,removal,true
2707,427,207,,français,true
2708,208,141,,URL,true
2709,166,100,important,NUMBERgeilNUMBER,true
2710,654,252,,here,true
2711,31,27,,unsubscribe,true
2712,205,114,,htm,true
2713,121,80,,URL,true
2714,222,125,,unsubscribe,true
2715,392,209,bassey,associates,true
2716,396,193,,remove,true
2717,510,249,dear,eseimoku,true
2718,329,180,,lNUMBER,true
2719,522,268,attn,URL,true
2720,31,27,,unsubscribe,true
2721,192,122,,NUMBER,true
2722,119,94,,URL,true
2723,470,217,dear,URL,true
2724,119,77,hi,URL,true
2725,165,101,dear,URL,true
2726,458,242,dear,URL,true
2727,483,243,,URL,true
2728,279,159,dear,URL,true
2729,86,75,targeted,again,true
2730,203,115,,htm,true
2731,217,142,,URL,true
2732,494,275,,otc,true
2733,481,242,,URL,true
2734,304,181,nigeria,URL,true
2735,435,179,dear,way,true
2736,1187,536,,effect,true
2737,188,125,,URL,true
2738,404,188,,kong,true
2739,146,100,,xayNUMBERy,true
2740,165,99,important,NUMBERdbteNUMBERzhwolNUMBER,true
2741,146,100,,xayNUMBERy,true
2742,201,43,,URL,true
2743,31,26,,URL,true
2744,11600,2190,,URL,true
2745,107,79,,here,true
2746,751,326,mr,URL,true
2747,190,118,,URL,true
2748,98,77,dear,asp,true
2749,1706,562,it,NUMBERzklNUMBER,true
2750,232,137,,cooperation,true
2751,47,44,,謝謝,true
2752,398,201,there,URL,true
2753,1706,562,it,NUMBERfhdaNUMBERoellNUMBER,true
2754,1705,561,it,NUMBERumulNUMBER,true
2755,122,94,es,NUMBER,true
2756,1636,628,newsletter,message,true
2757,1636,628,newsletter,message,true
2758,679,315,,confirmation,true
2759,79,56,kNUMBER,URL,true
2760,216,137,,browser,true
2761,216,137,,browser,true
2762,41,27,,message,true
2763,166,97,hi,URL,true
2764,185,124,,URL,true
2765,80,61,,subject,true
2766,543,279,attn,URL,true
2767,140,96,html,URL,true
2768,153,88,,web,true
2769,522,257,dear,URL,true
2770,325,176,,attachment,true
2771,68,56,,line,true
2772,582,296,,URL,true
2773,178,122,,limit,true
2774,166,114,attention,NUMBERcsguNUMBERlNUMBER,true
2775,27,24,,here,true
2776,294,161,dear,URL,true
2777,351,191,NUMBER,URL,true
2778,339,185,NUMBER,URL,true
2779,171,122,get,URL,true
2780,120,72,,URL,true
2781,2817,820,,NUMBERknzzNUMBERlNUMBER,true
2782,418,254,,URL,true
2783,119,97,,ndtxcpfjspwwtrkaxnxg,true
2784,237,141,,cooperation,true
2785,231,191,,v,true
2786,322,149,,you,true
2787,5,5,,hwawrlgiooooqvjoii,true
2788,101,68,would,retire,true
2789,762,352,,NUMBER,true
2790,193,104,,URL,true
2791,190,110,register,URL,true
2792,31,29,,拒收廣告,true
2793,154,109,get,NUMBERlNUMBER,true
2794,149,89,,hours,true
2795,65,45,,now,true
2796,65,45,,now,true
2797,272,145,,URL,true
2798,65,54,NUMBERcxjkNUMBER,NUMBERwzbpNUMBERjlNUMBER,true
2799,86,66,,here,true
2800,167,109,,URL,true
2801,278,182,,qNUMBERbvqNUMBERlvqNUMBER,true
2802,149,100,here,lNUMBER,true
2803,43,31,,NUMBERlNUMBER,true
2804,165,108,,URL,true
2805,110,83,,line,true
2806,0,0,,,true
2807,171,99,,URL,true
2808,161,119,,URL,true
2809,255,149,,NUMBERlNUMBER,true
2810,31,29,,拒收廣告,true
2811,740,311,,URL,true
2812,45,40,pghNUMBERbww,URL,true
2813,11,10,,here,true
2814,374,196,senior,URL,true
2815,1297,401,new,NUMBER,true
2816,611,329,,URL,true
2817,546,316,,URL,true
2818,3026,1036,,message,true
2819,41,27,,message,true
2820,123,78,,NUMBER,true
2821,45,28,,com,true
2822,41,27,,message,true
2823,41,27,,message,true
2824,37,29,,までお送り下さい,true
2825,37,29,,までお送り下さい,true
2826,37,29,,までお送り下さい,true
2827,546,316,,URL,true
2828,0,0,,,true
2829,57,52,du,URL,true
2830,494,275,,otc,true
2831,615,306,,now,true
2832,615,306,,now,true
2833,615,306,,now,true
2834,615,306,,now,true
2835,83,71,,tiklayiniz,true
2836,318,173,my,message,true
2837,31,29,,拒收廣告,true
2838,167,115,attention,NUMBERlNUMBER,true
2839,231,119,,NUMBERlNUMBER,true
2840,315,140,dear,email,true
2841,236,130,are,URL,true
2842,163,98,are,line,true
2843,280,144,friend,NUMBER,true
2844,74,46,,em,true
2845,725,334,from,URL,true
2846,290,161,opportunity,URL,true
2847,22,17,,urfrdemubblkunmdbyh,true
2848,113,66,dear,URL,true
2849,58,44,,how,true
2850,52,39,,now,true
2851,404,183,,URL,true
2852,12,12,,tepyycemkckiflbsvpcyi,true
2853,454,196,new,mdnfhmobawljhlqtotlhpikemcywuc,true
2854,140,109,,here,true
2855,348,185,,ssiNUMBERusa,true
2856,178,122,,limit,true
2857,167,117,get,URL,true
2858,492,248,office,URL,true
2859,42,31,,again,true
2860,490,247,office,URL,true
2861,442,222,werken,URL,true
2862,2821,698,hello,slaxflhxbkltlrolpefciayxx,true
2863,70,46,,em,true
2864,280,144,friend,NUMBER,true
2865,179,132,,URL,true
2866,348,185,,ssiNUMBERusa,true
2867,52,39,,now,true
2868,140,94,,michaell,true
2869,155,98,love,NUMBERyallNUMBERqpalNUMBER,true
2870,145,90,protect,removal,true
2871,1537,534,hi,NUMBERelNUMBER,true
2872,164,112,attention,URL,true
2873,91,53,,NUMBER,true
2874,120,81,,ability,true
2875,75,55,,here,true
2876,363,195,,URL,true
2877,209,136,,cooperation,true
2878,72,52,NUMBER,URL,true
2879,290,151,,URL,true
2880,602,284,,you,true
2881,348,185,,ssiNUMBERusa,true
2882,335,187,,em,true
2883,130,87,,URL,true
2884,214,130,,URL,true
2885,154,88,immediate,NUMBERplNUMBER,true
2886,126,81,,unsubscribe,true
2887,202,128,professional,friend,true
2888,380,202,senior,URL,true
2889,380,202,senior,URL,true
2890,96,66,,URL,true
2891,80,57,NUMBER,URL,true
2892,102,75,need,subject,true
2893,69,62,hallo,gcoakgwnibgafjecarccjbjiiqlluijseublait,true
2894,441,201,,you,true
2895,159,100,,inconvenience,true
2896,21,20,您好,市场部,true
2897,84,58,,em,true
2898,311,150,,URL,true
2899,202,129,our,URL,true
2900,218,117,a,html,true
2901,242,144,,cooperation,true
2902,360,185,,savimbi,true
2903,104,65,,html,true
2904,2864,833,,NUMBERlNUMBER,true
2905,43,31,,hxvwnjNUMBERq,true
2906,22,17,,URL,true
2907,214,130,,URL,true
2908,509,238,freedombuilder,requests,true
2909,163,110,,URL,true
2910,262,185,dear,URL,true
2911,250,132,,you,true
2912,134,79,you,line,true
2913,149,96,,URL,true
2914,167,91,,NUMBERjwspNUMBERmayxlNUMBER,true
2915,177,109,,opportunity,true
2916,441,201,,you,true
2917,32,28,,unsubscribe,true
2918,220,115,do,NUMBERfhtsNUMBERlNUMBER,true
2919,170,97,register,NUMBERfoolNUMBER,true
2920,69,54,,you,true
2921,2822,701,hello,URL,true
2922,2807,691,hello,again,true
2923,177,109,,opportunity,true
2924,54,40,,URL,true
2925,260,155,opportunity,URL,true
2926,1536,533,hi,NUMBERumlNUMBER,true
2927,121,78,,URL,true
2928,187,119,our,sgossqweylpfdxongtxllytjnmkamyrwrascyl,true
2929,433,223,,URL,true
2930,145,90,protect,removal,true
2931,416,203,from,URL,true
2932,67,46,,em,true
2933,146,98,you,URL,true
2934,321,150,,you,true
2935,90,68,,URL,true
2936,241,147,,URL,true
2937,98,77,dear,asp,true
2938,135,76,when,URL,true
2939,55,42,,NUMBERyuhtNUMBERlNUMBER,true
2940,79,56,,NUMBER,true
2941,85,58,NUMBER,URL,true
2942,102,80,,here,true
2943,496,239,,kiysNUMBER,true
2944,580,239,hi,URL,true
